mastery,difficulty,correct
0.288730,1,1
0.695420,1,1
0.394883,3,0
0.341166,2,1
0.532197,3,0
0.139621,2,0
0.208410,1,1
0.310081,3,0
0.946462,3,1
0.716332,2,1
0.149692,3,0
0.649113,2,1
0.364389,1,1
0.600176,2,0
0.120234,3,0
0.925848,2,1
0.187452,2,0
0.349121,1,1
0.112375,2,0
0.378355,1,1
0.814727,1,1
0.100036,2,0
0.096904,2,0
0.884249,2,1
0.839583,1,1
0.994792,1,1
0.348669,2,0
0.104560,3,0
0.837200,1,1
0.784876,1,1
0.686142,2,1
0.325895,2,0
0.151853,3,0
0.499607,3,1
0.149946,1,0
0.552479,2,0
0.032307,2,0
0.371924,2,1
0.553745,3,0
0.928719,2,1
0.751148,3,1
0.202464,2,0
0.024085,2,0
0.869413,3,1
0.411491,1,1
0.053195,3,0
0.382920,3,0
0.855396,2,1
0.271704,2,0
0.114401,2,0
0.789262,2,1
0.217632,1,1
0.548937,1,1
0.356032,3,0
0.226288,1,1
0.401929,1,1
0.719674,1,1
0.210751,2,0
0.954224,3,1
0.979286,3,1
0.431684,2,0
0.766834,1,1
0.138513,3,0
0.132187,3,0
0.159618,1,1
0.992629,2,1
0.149322,2,0
0.596990,2,1
0.457623,1,0
0.962997,2,1
0.185730,3,0
0.103808,1,0
0.488864,1,1
0.309249,2,1
0.214034,2,0
0.540882,2,1
0.380193,1,1
0.429322,1,1
0.948852,3,1
0.963843,1,1
0.519981,2,1
0.059668,2,0
0.762195,1,1
0.161463,2,0
0.444678,1,1
0.324057,1,1
0.375138,2,1
0.540655,1,1
0.897058,1,1
0.582392,1,1
0.908525,1,1
0.161046,3,0
0.346338,2,0
0.724791,1,1
0.847595,3,1
0.658851,1,1
0.207287,1,1
0.150415,3,0
0.676008,3,1
0.710585,2,1
0.977343,3,1
0.130049,1,1
0.894559,1,1
0.203320,3,0
0.111334,3,0
0.717500,3,1
0.925816,2,1
0.098862,2,1
0.531472,2,1
0.821317,3,1
0.959910,2,1
0.959621,1,1
0.179867,1,1
0.363916,2,1
0.079288,1,0
0.769807,3,1
0.465426,2,0
0.225810,3,0
0.663447,2,1
0.195022,3,0
0.823353,2,1
0.858019,1,1
0.334064,2,0
0.838822,3,1
0.699599,2,1
0.846483,1,1
0.373590,3,0
0.608389,1,1
0.796149,3,1
0.249857,1,1
0.930932,2,1
0.590644,2,1
0.664519,3,1
0.790381,2,1
0.707456,1,1
0.873468,1,1
0.867250,3,1
0.678454,2,1
0.549480,2,0
0.920361,1,1
0.349263,2,0
0.150524,3,0
0.544498,3,0
0.642794,2,1
0.626703,3,1
0.972695,2,1
0.702878,3,0
0.201915,1,1
0.227479,3,0
0.048124,3,0
0.313683,3,0
0.482297,2,0
0.659834,2,1
0.090873,3,0
0.092349,2,0
0.756377,3,0
0.845043,1,1
0.087676,3,0
0.969191,3,1
0.529083,3,0
0.770045,3,1
0.435930,1,1
0.167725,3,0
0.359399,1,1
0.111104,3,0
0.277505,3,0
0.617508,3,0
0.157323,1,0
0.706006,2,1
0.025609,2,0
0.124012,3,0
0.304471,1,1
0.253199,2,0
0.043830,2,0
0.032439,1,1
0.713032,2,1
0.221947,2,0
0.197119,2,1
0.035231,1,0
0.075014,1,0
0.266012,2,0
0.241505,2,0
0.380336,2,1
0.111729,3,0
0.316449,1,1
0.374698,3,0
0.081362,1,0
0.824791,2,1
0.272943,1,1
0.801430,2,1
0.323542,1,1
0.992397,3,1
0.286443,3,0
0.929798,2,1
0.281925,2,0
0.257189,1,1
0.097282,1,0
0.980473,3,1
0.941048,3,0
0.559294,2,1
0.331711,1,1
0.763914,1,1
0.460477,2,1
0.590814,2,1
0.062655,2,0
0.549818,1,1
0.646150,3,1
0.441041,3,0
0.863291,2,1
0.965594,3,1
0.110067,2,0
0.511022,3,0
0.833472,1,1
0.182573,2,0
0.408400,2,0
0.980185,1,1
0.835955,3,1
0.021862,2,0
0.603093,3,1
0.514041,1,1
0.592246,2,1
0.870086,1,1
0.705612,3,1
0.643178,3,1
0.373177,1,1
0.570886,2,1
0.528456,2,1
0.275479,2,0
0.491279,1,1
0.727825,3,1
0.340853,2,0
0.559033,3,0
0.441037,3,0
0.251034,3,0
0.623479,1,1
0.624363,1,1
0.033839,1,0
0.818277,1,1
0.299382,1,1
0.739346,3,0
0.343126,1,1
0.857134,1,1
0.767705,3,1
0.635685,3,1
0.531409,1,1
0.974557,2,1
0.954430,2,1
0.910677,1,1
0.456097,2,1
0.951932,1,1
0.559976,1,1
0.456467,3,0
0.105270,2,0
0.719837,2,1
0.354508,3,0
0.566582,2,1
0.822481,1,1
0.330491,1,1
0.294594,1,1
0.976048,2,1
0.889770,3,1
0.027617,2,0
0.879934,1,1
0.465572,1,1
0.002054,3,0
0.315735,1,1
0.908387,2,1
0.276744,1,1
0.637647,1,1
0.613203,3,1
0.062798,1,0
0.184789,3,0
0.977397,2,1
0.956316,2,1
0.020590,2,0
0.587273,1,1
0.622692,2,1
0.343864,2,1
0.327617,1,0
0.538169,3,0
0.350226,2,0
0.634971,2,1
0.575399,2,1
0.717767,2,1
0.254217,2,0
0.027210,1,0
0.287277,1,1
0.385880,1,1
0.931801,3,1
0.324352,1,0
0.780779,1,1
0.441928,2,0
0.779315,2,1
0.849530,2,1
0.408379,2,0
0.316544,2,0
0.126069,3,0
0.809653,1,1
0.124047,2,0
0.156431,3,0
0.839962,1,1
0.390480,2,0
0.684616,2,1
0.656465,3,1
0.044635,2,0
0.128208,2,0
0.083143,2,0
0.629730,1,1
0.754327,2,1
0.572954,1,1
0.091681,1,0
0.770453,2,1
0.062284,1,0
0.764948,1,1
0.940830,2,1
0.321279,2,0
0.061784,3,0
0.576880,1,1
0.220588,3,0
0.583580,3,0
0.848416,3,1
0.136375,3,0
0.231331,1,0
0.766502,3,0
0.642611,1,1
0.111008,2,0
0.005725,1,1
0.636544,1,1
0.417745,1,1
0.179867,2,0
0.337998,1,0
0.909614,3,1
0.838909,2,1
0.555738,1,1
0.440954,1,1
0.811937,2,1
0.794436,3,1
0.639902,1,1
0.619764,2,1
0.690066,1,1
0.655548,2,1
0.614667,1,1
0.552382,3,0
0.510335,1,1
0.274495,3,0
0.833498,3,1
0.082029,2,0
0.660716,2,1
0.755131,1,1
0.146482,1,1
0.064831,3,0
0.084142,2,0
0.617894,2,1
0.069051,3,0
0.266124,3,0
0.174949,2,0
0.411775,3,0
0.883281,1,1
0.251671,1,0
0.521383,1,1
0.588558,3,0
0.231181,1,1
0.535383,1,1
0.718401,2,1
0.005858,3,0
0.006034,2,0
0.346006,2,0
0.548783,1,1
0.284371,1,1
0.535604,3,0
0.789506,2,1
0.386547,1,0
0.950187,2,1
0.816111,3,0
0.016454,1,0
0.038568,1,0
0.200322,2,0
0.867732,3,1
0.032579,2,0
0.155218,2,0
0.866570,3,1
0.074111,1,0
0.817486,1,1
0.651230,2,1
0.510421,3,0
0.557100,3,0
0.672359,2,1
0.937150,2,1
0.366543,2,1
0.018312,1,0
0.965406,2,1
0.423811,2,1
0.493007,2,0
0.384776,3,0
0.426967,2,1
0.103999,1,0
0.904404,1,1
0.091108,3,0
0.391629,2,0
0.707758,2,1
0.430490,2,0
0.727617,1,1
0.233926,1,1
0.300292,1,1
0.540984,1,1
0.499082,3,0
0.995770,3,1
0.187048,2,0
0.593421,1,1
0.722827,3,1
0.652595,2,1
0.952202,2,1
0.057871,1,0
0.147484,2,0
0.676867,3,0
0.915869,3,1
0.407514,2,0
0.462160,1,0
0.384633,2,1
0.661120,1,1
0.571667,1,1
0.447758,1,0
0.110319,3,0
0.089169,3,0
0.082493,1,1
0.384019,3,0
0.821246,2,1
0.252836,3,0
0.635497,1,1
0.987680,2,1
0.236346,1,1
0.987138,1,1
0.370338,2,1
0.837652,1,1
0.799427,1,1
0.774189,2,1
0.416436,2,0
0.842587,2,1
0.502508,2,1
0.090048,2,0
0.814174,2,1
0.262581,3,0
0.108611,1,0
0.248844,1,0
0.791090,3,1
0.938960,2,1
0.689527,3,0
0.253657,3,0
0.934504,3,1
0.397444,3,1
0.780147,2,0
0.016760,3,0
0.370753,3,0
0.453301,1,0
0.263356,1,1
0.653829,2,1
0.394690,1,1
0.081107,3,0
0.668184,1,1
0.234861,2,0
0.696747,2,1
0.022115,1,0
0.691228,2,1
0.115653,2,0
0.129734,1,1
0.570912,1,1
0.189075,3,0
0.770561,3,1
0.249876,3,0
0.373805,1,1
0.913296,2,1
0.884890,3,1
0.550312,1,1
0.320425,1,1
0.586648,1,1
0.893105,3,1
0.363432,2,0
0.692846,1,1
0.057208,3,0
0.356912,1,0
0.456675,1,1
0.061227,2,0
0.400770,1,1
0.100173,3,0
0.779510,1,1
0.484089,2,0
0.930285,2,1
0.215393,1,1
0.684465,1,1
0.556854,1,1
0.047790,2,0
0.548925,1,1
0.081891,3,0
0.147280,2,0
0.711634,2,1
0.010161,2,0
0.156825,1,0
0.319630,3,0
0.592305,1,1
0.912583,3,1
0.249816,1,1
0.852302,1,1
0.243508,1,0
0.399435,1,1
0.093006,3,0
0.939726,2,1
0.056981,3,0
0.477813,1,1
0.707668,3,0
0.568087,2,1
0.476855,2,1
0.017247,2,0
0.658714,3,1
0.331128,1,1
0.351062,2,0
0.242666,1,1
0.547197,1,1
0.263748,2,0
0.421487,1,1
0.503055,2,1
0.084836,1,0
0.579796,2,1
0.486011,1,1
0.706513,2,1
0.145463,3,0
0.908367,3,1
0.594713,1,1
0.089026,2,0
0.501598,3,0
0.597333,3,1
0.304741,3,0
0.626070,1,1
0.375752,1,1
0.374053,1,1
0.491643,2,1
0.793747,1,1
0.366317,3,0
0.574237,1,1
0.082664,3,0
0.284948,1,1
0.191307,2,0
0.317047,1,1
0.691211,1,1
0.662148,2,1
0.072224,2,0
0.812058,2,1
0.656177,1,1
0.380263,3,0
0.357550,2,0
0.676294,2,1
0.401579,2,0
0.423008,1,0
0.561821,3,1
0.187828,3,0
0.688317,2,1
0.920812,1,1
0.119622,3,0
0.624490,2,1
0.131516,1,0
0.651864,1,1
0.771838,2,1
0.144467,1,0
0.577986,3,1
0.797228,2,1
0.589505,3,0
0.861037,2,1
0.797252,3,1
0.550490,1,1
0.931456,1,1
0.334685,3,0
0.125067,1,0
0.437006,2,0
0.845134,3,1
0.493534,2,0
0.907729,2,1
0.780510,1,1
0.293896,3,0
0.101927,2,0
0.108611,3,0
0.716972,1,1
0.009937,1,0
0.298980,3,0
0.196111,3,0
0.274920,3,0
0.896438,2,1
0.436753,2,1
0.687566,2,1
0.887588,3,1
0.003029,3,0
0.539386,2,1
0.993212,3,1
0.012391,2,0
0.001049,3,0
0.251581,1,1
0.153087,2,0
0.669994,3,1
0.135820,1,0
0.218294,3,0
0.429507,1,1
0.823666,3,1
0.125647,3,0
0.158704,2,0
0.822642,2,1
0.839060,1,1
0.252732,1,1
0.495758,2,1
0.407920,1,0
0.176199,3,0
0.522718,3,0
0.555836,2,0
0.194487,2,0
0.145416,2,0
0.669679,1,1
0.350258,1,1
0.082303,2,0
0.318074,3,0
0.937614,3,1
0.121039,2,0
0.672107,3,0
0.941652,1,1
0.731075,3,0
0.445439,1,1
0.306572,3,0
0.477013,1,1
0.320189,2,0
0.112192,1,0
0.767886,2,1
0.138407,1,0
0.018473,3,0
0.632177,1,1
0.749087,1,1
0.349640,1,0
0.603460,1,1
0.429306,1,1
0.399568,2,1
0.173688,2,0
0.502428,3,0
0.253448,2,0
0.957223,2,1
0.676548,3,0
0.405660,1,1
0.697467,2,1
0.761707,3,1
0.458754,1,1
0.882233,1,1
0.818938,1,1
0.760495,1,1
0.431792,2,1
0.696390,3,1
0.618806,2,1
0.705330,1,1
0.452299,2,1
0.725455,3,1
0.302761,3,0
0.503298,1,1
0.554820,1,1
0.408886,3,0
0.075308,2,0
0.971615,1,1
0.406997,2,1
0.737640,3,0
0.618114,3,1
0.260771,3,0
0.104802,3,0
0.468453,3,1
0.547079,1,1
0.511173,3,0
0.790620,3,1
0.632568,3,1
0.893254,1,1
0.275576,1,1
0.544356,2,1
0.234683,1,1
0.724639,1,1
0.108981,3,0
0.770988,1,1
0.246635,1,1
0.184944,3,0
0.505553,1,1
0.497596,2,1
0.125971,1,0
0.505425,2,0
0.457867,1,1
0.151562,1,0
0.520056,2,0
0.091232,1,1
0.364645,2,1
0.132478,1,0
0.715139,1,1
0.957772,1,1
0.914589,2,1
0.631079,2,1
0.177784,1,0
0.116047,3,0
0.421114,3,0
0.795722,1,1
0.120830,1,1
0.980036,2,1
0.269003,2,0
0.111152,2,0
0.991599,2,1
0.095604,3,0
0.511100,1,1
0.545946,1,1
0.110367,2,0
0.346308,1,1
0.359630,2,1
0.714643,3,1
0.640964,1,1
0.135377,1,0
0.854099,1,1
0.829456,1,1
0.839232,3,0
0.030837,2,0
0.187758,3,0
0.234371,2,0
0.630424,2,1
0.458281,2,0
0.871636,3,1
0.631742,1,1
0.023775,2,0
0.697243,3,1
0.032582,3,0
0.641855,3,1
0.284881,3,0
0.206024,3,0
0.730918,1,1
0.128840,1,0
0.293531,3,0
0.761179,2,1
0.551015,2,1
0.677811,1,1
0.941195,2,1
0.275088,1,0
0.108161,1,0
0.129897,2,0
0.258994,2,0
0.798059,2,1
0.671675,3,1
0.297526,2,1
0.821305,1,1
0.698750,3,0
0.013235,3,0
0.014269,3,0
0.819996,1,1
0.177416,1,0
0.427128,2,0
0.920543,1,1
0.996451,1,1
0.559924,1,1
0.835938,2,1
0.243247,1,1
0.383182,1,0
0.781995,3,1
0.958582,3,1
0.449271,3,0
0.365805,2,0
0.591991,2,1
0.762482,1,1
0.507137,1,1
0.258790,1,1
0.949277,1,1
0.848152,1,1
0.930082,2,1
0.845740,2,1
0.317791,3,0
0.255947,2,0
0.836755,3,1
0.994463,1,1
0.416312,2,1
0.329373,3,0
0.195855,1,1
0.787734,1,1
0.707208,1,1
0.893503,1,1
0.490963,3,0
0.725029,2,1
0.665714,1,1
0.110231,3,0
0.247114,3,0
0.784380,2,1
0.974970,3,0
0.501722,2,1
0.871223,1,1
0.710487,1,1
0.045743,1,0
0.596381,3,1
0.649962,2,1
0.255942,3,0
0.261010,2,0
0.990007,1,1
0.049748,3,0
0.330148,2,1
0.753540,1,1
0.182064,3,0
0.319202,3,0
0.801677,1,1
0.922567,2,1
0.560561,3,0
0.915389,2,1
0.235170,3,0
0.583655,2,1
0.107100,1,0
0.768309,1,1
0.723367,2,1
0.921590,1,1
0.858063,3,1
0.903753,1,1
0.897991,2,1
0.661681,3,1
0.905490,2,1
0.437609,3,1
0.521481,1,1
0.962084,3,1
0.151967,3,0
0.418569,2,0
0.535889,3,1
0.178864,1,0
0.303847,3,0
0.007697,1,0
0.942907,2,1
0.071557,1,0
0.970117,1,1
0.891072,2,1
0.436089,2,1
0.282522,1,1
0.872855,1,1
0.335402,1,1
0.022348,3,0
0.494527,2,0
0.867657,1,1
0.770437,3,1
0.764197,1,1
0.267889,3,0
0.132627,2,0
0.475313,1,1
0.413737,2,1
0.247006,1,0
0.686448,2,1
0.645021,2,0
0.392425,3,0
0.574036,2,1
0.603546,2,1
0.756092,3,0
0.453329,1,1
0.687269,2,1
0.412520,3,0
0.906326,2,1
0.470979,1,1
0.910847,2,1
0.837422,2,1
0.592269,2,1
0.643112,3,1
0.532253,3,1
0.427313,3,0
0.762593,3,1
0.085834,2,0
0.593904,1,1
0.579237,2,1
0.744395,2,1
0.071602,3,0
0.554418,1,1
0.079138,3,0
0.355777,3,0
0.383890,3,0
0.413142,2,0
0.361510,1,1
0.498777,3,0
0.015326,1,0
0.995198,2,1
0.140641,3,0
0.096361,1,0
0.870745,3,1
0.418749,1,1
0.923251,3,1
0.275784,1,1
0.624195,3,0
0.271163,1,1
0.837347,1,1
0.906992,2,1
0.919546,1,1
0.157789,1,1
0.443367,2,0
0.436628,2,0
0.894388,1,1
0.874462,1,1
0.881058,2,1
0.155232,3,0
0.553714,2,0
0.245038,1,1
0.221782,1,0
0.397152,3,0
0.473312,3,0
0.058611,1,0
0.130551,1,0
0.783586,3,1
0.259731,3,0
0.834218,3,1
0.148168,3,0
0.715860,2,1
0.374691,3,0
0.357489,1,1
0.999571,1,1
0.345122,2,0
0.425344,1,1
0.921416,1,1
0.302414,1,0
0.959288,2,1
0.417849,1,1
0.282949,2,0
0.123077,2,0
0.465213,3,0
0.323848,1,1
0.468241,3,1
0.864640,1,1
0.996545,3,1
0.429755,3,0
0.336165,1,1
0.938514,2,1
0.006027,2,0
0.400500,3,1
0.424247,1,1
0.636983,3,0
0.881599,1,1
0.595368,1,1
0.708707,2,1
0.871963,3,1
0.099818,2,0
0.905418,3,1
0.991135,3,1
0.480007,3,0
0.188869,3,0
0.792359,3,1
0.477108,3,1
0.055125,3,0
0.205681,3,0
0.960640,3,1
0.293175,2,0
0.794764,1,1
0.328165,2,0
0.137092,2,0
0.411156,3,0
0.400716,3,0
0.562878,1,1
0.296446,3,0
0.643664,2,1
0.721297,2,1
0.352673,1,0
0.563227,1,1
0.966312,3,1
0.296467,3,0
0.948131,2,1
0.265237,3,0
0.498273,2,1
0.821649,2,1
0.181588,1,0
0.277946,2,1
0.507134,2,1
0.127679,3,0
0.811210,3,1
0.209638,1,1
0.478130,1,1
0.319832,1,1
0.652890,3,1
0.653247,2,1
0.293125,3,0
0.247759,2,0
0.057054,3,0
0.505317,1,1
0.465203,3,0
0.931919,3,1
0.512203,1,1
0.344127,2,1
0.246280,2,0
0.382356,3,0
0.439040,2,1
0.273581,2,0
0.213121,2,0
0.865689,1,1
0.232822,1,0
0.602008,3,1
0.984593,3,1
0.738749,2,1
0.627458,3,1
0.028086,2,0
0.940996,3,1
0.020092,1,0
0.510484,2,1
0.961910,1,1
0.918959,2,1
0.332202,3,0
0.719712,3,0
0.711641,2,1
0.171306,1,0
0.956790,2,1
0.313032,1,1
0.271468,1,1
0.104708,1,1
0.820758,3,1
0.460857,1,1
0.984813,2,1
0.839826,1,1
0.381205,1,1
0.761077,2,1
0.095437,1,0
0.811496,3,1
0.799973,2,1
0.332101,1,1
0.384326,1,1
0.124320,2,0
0.464920,1,1
0.117386,2,0
0.366678,2,1
0.582030,1,1
0.688589,3,1
0.564523,3,0
0.198379,1,0
0.967595,3,1
0.456002,2,1
0.982072,2,1
0.844496,3,1
0.809002,2,1
0.838709,3,1
0.295445,2,0
0.102255,1,0
0.462817,3,0
0.164356,3,0
0.639963,1,1
0.678492,3,0
0.145490,1,0
0.738304,2,1
0.145930,2,0
0.410312,3,0
0.045318,2,0
0.112635,3,0
0.139100,1,1
0.247948,2,0
0.987005,2,1
0.646423,3,0
0.684493,2,1
0.249620,1,1
0.181596,3,0
0.834117,1,1
0.343383,1,1
0.978400,1,1
0.370418,1,1
0.102671,1,1
0.980602,3,1
0.912969,1,1
0.295198,2,0
0.064312,1,1
0.548941,2,1
0.853577,3,1
0.814867,1,1
0.272474,1,1
0.394247,3,0
0.161767,1,0
0.910461,3,1
0.069154,3,0
0.769330,2,1
0.438707,3,1
0.208313,1,0
0.147469,1,1
0.898911,2,1
0.087637,1,1
0.524126,3,0
0.429066,2,1
0.008845,3,0
0.176870,1,0
0.394383,3,0
0.390365,3,0
0.647921,2,1
0.863740,2,1
0.843093,3,1
0.391711,2,0
0.895946,1,1
0.967611,2,1
0.996409,3,1
0.614639,2,1
0.762960,2,1
0.138009,2,0
0.536633,1,1
0.085029,2,0
0.158992,3,0
0.644198,2,1
0.419754,3,0
0.207831,2,0
0.475340,2,1
0.798418,2,1
0.883950,1,1
0.939187,1,1
0.410958,1,1
0.014169,3,0
0.317720,2,1
0.766761,2,1
0.420554,3,0
0.697537,3,1
0.704706,2,0
0.091625,3,0
0.477170,2,0
0.400057,2,0
0.388665,3,0
0.857986,2,1
0.660290,1,1
0.708692,2,1
0.330963,2,1
0.300027,2,1
0.163171,3,0
0.015228,3,0
0.863341,2,1
0.185708,1,0
0.343520,3,0
0.335907,3,0
0.233220,2,1
0.706624,1,1
0.804321,1,1
0.223029,3,0
0.398700,2,0
0.098995,1,1
0.343313,3,0
0.712954,3,1
0.514765,2,0
0.942822,1,1
0.880461,2,1
0.120899,1,0
0.506034,1,1
0.428381,2,1
0.606915,1,1
0.769394,3,0
0.634071,2,1
0.456178,1,1
0.098291,3,0
0.826219,2,1
0.695168,1,1
0.930346,1,1
0.497853,3,0
0.486865,2,1
0.078802,3,0
0.603093,3,1
0.733306,3,1
0.176575,3,0
0.665505,2,1
0.087545,2,0
0.647616,3,1
0.332339,2,1
0.580968,2,1
0.064003,3,0
0.114447,2,0
0.571359,1,1
0.054648,2,0
0.099537,3,0
0.663221,1,1
0.358924,2,1
0.457359,1,1
0.931258,1,1
0.636367,3,1
0.437864,3,1
0.752796,2,1
0.971491,1,1
0.623333,1,1
0.832416,2,1
0.943058,2,1
0.045824,3,0
0.614913,1,1
0.439802,1,1
0.813145,1,1
0.893920,3,1
0.197577,1,1
0.689825,1,1
0.679610,3,0
0.712715,1,1
0.167274,2,0
0.356391,2,0
0.746982,1,1
0.827830,1,1
0.845393,2,1
0.261207,2,0
0.722065,2,1
0.063543,1,1
0.694781,1,1
0.270785,3,0
0.804614,1,1
0.845980,1,1
0.305575,2,0
0.828005,2,1
0.355139,1,1
0.456092,2,0
0.936183,2,1
0.865230,2,1
0.856462,3,1
0.588362,1,0
0.234579,2,0
0.582477,2,1
0.408598,2,1
0.545853,3,1
0.355810,3,0
0.863206,1,1
0.163422,3,0
0.879495,3,1
0.697333,3,1
0.387374,1,1
0.890884,2,1
0.140877,3,0
0.266007,2,0
0.346524,2,0
0.914125,1,1
0.943101,3,1
0.014325,3,0
0.730032,2,1
0.777796,1,1
0.193978,2,0
0.743866,2,1
0.284217,1,1
0.573642,3,1
0.286905,2,0
0.638918,1,1
0.643026,2,1
0.030632,2,0
0.909380,2,1
0.226053,1,1
0.052389,3,0
0.275589,3,0
0.228663,3,0
0.332283,1,1
0.938084,1,1
0.266717,3,0
0.307627,2,0
0.947160,2,1
0.439937,2,1
0.933712,3,1
0.190705,3,0
0.355951,1,1
0.175902,2,0
0.300941,3,0
0.019284,1,0
0.044510,2,0
0.107496,3,0
0.431567,1,1
0.066032,1,0
0.909413,1,1
0.565514,1,1
0.114313,3,0
0.189847,1,0
0.852544,3,1
0.028993,2,0
0.265628,2,0
0.122387,1,1
0.040668,3,0
0.678029,1,1
0.235292,3,0
0.325256,2,0
0.327460,1,0
0.732332,1,1
0.457956,2,1
0.948364,1,1
0.645786,2,1
0.625531,2,1
0.360995,1,0
0.897142,1,1
0.248338,2,0
0.563135,1,1
0.994551,2,1
0.251046,3,0
0.416899,3,0
0.235993,3,0
0.784483,2,1
0.513364,1,1
0.759916,3,1
0.465197,1,0
0.537678,3,0
0.264531,1,1
0.371986,3,0
0.881618,1,1
0.514915,3,0
0.205882,2,0
0.045679,3,0
0.497189,2,1
0.698384,1,1
0.421537,2,0
0.049887,3,0
0.537741,3,1
0.793250,2,1
0.322212,1,1
0.903067,1,1
0.533097,3,1
0.338788,1,1
0.442847,1,1
0.727228,2,1
0.093009,1,0
0.467136,2,1
0.664681,1,1
0.561195,1,1
0.497464,1,1
0.144958,1,0
0.979055,2,1
0.141689,2,0
0.227570,1,1
0.221760,3,0
0.683965,1,1
0.574556,1,1
0.752587,2,1
0.374979,2,1
0.078897,1,0
0.350883,1,1
0.031303,1,0
0.215088,1,0
0.789489,1,1
0.519602,1,1
0.240360,1,1
0.163531,2,0
0.433000,1,1
0.578055,2,1
0.886918,2,1
0.553356,3,0
0.756271,3,1
0.089794,3,0
0.368337,3,0
0.130280,3,0
0.067513,2,0
0.986520,3,1
0.454563,1,1
0.136460,1,0
0.447043,2,0
0.078041,1,0
0.322946,3,0
0.455392,3,0
0.039916,1,0
0.527669,1,1
0.523515,1,1
0.502613,1,1
0.293538,3,0
0.622367,2,0
0.801926,3,1
0.009690,2,0
0.411556,1,1
0.300972,3,0
0.231353,1,0
0.766588,3,1
0.563657,3,1
0.047016,3,0
0.692960,3,0
0.258587,2,0
0.256638,2,0
0.131728,2,0
0.294718,3,0
0.343015,3,0
0.898762,2,1
0.186991,1,1
0.861174,2,1
0.320988,2,1
0.298529,2,1
0.936921,3,1
0.812564,3,1
0.534398,1,0
0.288940,2,1
0.349895,1,1
0.329766,1,1
0.551277,1,1
0.678479,2,1
0.866134,3,1
0.373064,2,0
0.255396,2,0
0.538418,1,0
0.129697,3,0
0.417483,3,1
0.766485,2,1
0.441668,2,0
0.277127,3,0
0.160350,1,1
0.266944,3,0
0.029519,3,0
0.475895,2,1
0.725464,3,1
0.096888,2,0
0.238668,2,0
0.980318,1,1
0.454694,2,0
0.282448,1,1
0.161085,3,0
0.948770,3,1
0.265071,2,0
0.636880,1,1
0.678878,3,0
0.999292,3,1
0.509235,3,0
0.496981,1,1
0.073961,1,0
0.792308,3,1
0.015828,2,0
0.719481,1,1
0.186637,3,0
0.390467,3,0
0.664033,1,1
0.681963,2,1
0.476350,1,1
0.346561,3,0
0.701628,3,0
0.706866,1,1
0.924396,3,1
0.396516,1,1
0.286959,1,1
0.730373,1,1
0.715997,2,1
0.077317,1,0
0.936082,2,1
0.626352,2,1
0.665896,1,1
0.007750,3,0
0.066093,1,1
0.258368,3,0
0.602957,3,0
0.426393,3,0
0.260581,3,0
0.680509,3,1
0.153711,2,0
0.037410,1,0
0.205235,2,0
0.505260,3,0
0.896850,3,1
0.820740,2,1
0.519852,3,1
0.814672,2,1
0.432696,3,0
0.989245,3,1
0.884863,1,1
0.954149,2,1
0.719417,3,0
0.644137,2,1
0.353643,3,0
0.186199,1,1
0.971213,3,1
0.146596,2,0
0.160252,2,0
0.912116,1,1
0.158629,1,0
0.102036,2,0
0.586747,3,0
0.666833,1,1
0.657538,3,1
0.518696,1,1
0.164565,3,0
0.377806,1,1
0.711396,1,1
0.299233,2,0
0.152890,1,0
0.311100,1,1
0.113294,1,0
0.254834,1,0
0.432604,1,1
0.587391,2,1
0.708937,3,1
0.668994,1,1
0.125532,1,0
0.493671,2,1
0.135409,1,0
0.294526,1,1
0.732859,3,1
0.390033,3,0
0.995948,2,1
0.913008,1,1
0.333531,1,1
0.661666,2,1
0.396221,2,0
0.650276,2,1
0.166309,1,0
0.001957,3,0
0.677868,1,1
0.259676,2,0
0.189645,1,0
0.476040,2,1
0.748691,2,1
0.158617,2,0
0.285043,2,0
0.148744,3,0
0.054235,3,0
0.382936,3,0
0.469499,2,1
0.287724,1,1
0.789512,2,1
0.287192,3,0
0.437671,3,0
0.189177,1,0
0.462638,3,0
0.068435,2,0
0.757159,2,1
0.782856,3,0
0.050918,1,0
0.609618,3,1
0.306250,1,1
0.354427,3,0
0.709143,1,1
0.362411,3,0
0.596875,2,1
0.832104,2,1
0.532052,2,1
0.860587,2,1
0.426300,1,1
0.460748,2,0
0.827156,1,1
0.973112,1,1
0.773207,2,1
0.373814,1,1
0.829426,1,1
0.341794,3,0
0.775482,1,1
0.711846,3,1
0.175564,2,0
0.829146,2,1
0.973060,3,1
0.391532,1,1
0.712845,3,0
0.412010,2,0
0.690892,3,1
0.533220,2,1
0.374739,2,0
0.181246,2,0
0.085384,2,0
0.960453,3,0
0.645458,2,1
0.540012,2,0
0.305190,3,0
0.641250,2,1
0.391211,2,0
0.106998,1,0
0.462670,3,0
0.584555,1,1
0.175106,2,0
0.232397,3,0
0.917216,1,1
0.338759,3,0
0.665855,2,1
0.796275,2,1
0.521670,3,0
0.339120,3,0
0.821332,2,1
0.737012,1,1
0.191263,3,0
0.737319,1,1
0.726926,1,1
0.468639,2,0
0.747346,3,1
0.656988,2,0
0.254963,2,0
0.751899,2,1
0.785974,1,1
0.254529,2,0
0.317327,2,1
0.714679,3,1
0.521538,1,1
0.203348,3,0
0.876602,2,1
0.876269,2,1
0.232290,3,0
0.983966,3,1
