initial_mastery,aptitude,attempts_to_mastery
0.298599,0.935103,9.200
0.450283,0.902051,8.800
0.511224,0.852874,10.300
0.628076,0.648366,23.100
0.529690,0.561214,57.900
0.310339,0.610608,59.200
0.477878,0.703784,24.100
0.163954,0.824962,16.700
0.635136,0.801420,10.000
0.533923,0.661090,28.300
0.533590,0.622141,51.000
0.415401,0.860451,11.800
0.389257,0.695907,21.600
0.293945,0.761930,18.100
0.138365,0.720294,21.800
0.323990,0.612297,49.600
0.573309,0.647154,19.400
0.150362,0.918275,11.100
0.457085,0.667352,20.100
0.244798,0.848836,11.900
0.114691,0.772342,22.200
0.408203,0.892322,10.300
0.325272,0.555549,78.500
0.374959,0.541509,82.000
0.414733,0.696534,24.000
0.510459,0.599141,52.400
0.103766,0.587350,75.700
0.580798,0.834648,9.500
0.181749,0.851225,12.500
0.354410,0.563914,80.300
0.581320,0.697931,28.800
0.186220,0.846707,15.400
0.659011,0.738963,12.400
0.320344,0.916639,10.300
0.676709,0.838762,6.600
0.271518,0.887752,12.000
0.457542,0.941269,7.900
0.514305,0.800008,13.800
0.514754,0.568179,64.200
0.172638,0.868480,11.300
0.141782,0.785370,17.200
0.566741,0.709691,12.400
0.421433,0.788733,13.100
0.300846,0.881266,11.200
0.186411,0.864963,12.700
0.234315,0.532783,78.900
0.697965,0.567107,31.800
0.503456,0.846308,10.300
0.420947,0.639754,40.600
0.490105,0.600255,50.500
0.108516,0.735889,19.100
0.535655,0.525742,80.900
0.609346,0.598322,41.300
0.448270,0.695309,22.900
0.515455,0.562852,74.700
0.384730,0.525107,86.400
0.364614,0.631796,49.100
0.534771,0.800489,9.900
0.205089,0.857960,12.300
0.515933,0.706065,20.000
0.614196,0.771809,17.400
0.457320,0.755693,26.400
0.558881,0.591715,33.700
0.194238,0.589410,40.400
0.369955,0.521394,94.700
0.511138,0.921501,8.200
0.314148,0.759479,16.500
0.527683,0.766728,16.000
0.181010,0.533373,83.200
0.220194,0.507946,56.900
0.522465,0.921871,7.100
0.502239,0.747063,13.100
0.346537,0.894971,11.300
0.533685,0.943590,6.900
0.250588,0.614403,35.400
0.428102,0.558000,92.700
0.447635,0.805934,14.200
0.318659,0.867186,11.300
0.531178,0.789061,12.400
0.126274,0.599093,64.300
0.463675,0.603292,38.600
0.529143,0.622796,43.600
0.374970,0.740261,24.300
0.151716,0.745684,27.600
0.456836,0.687779,24.200
0.408314,0.947146,8.000
0.237665,0.752560,22.500
0.164999,0.756505,19.600
0.484568,0.779452,14.500
0.368369,0.588030,42.200
0.686426,0.767754,8.400
0.308233,0.906998,9.300
0.430487,0.863958,9.700
0.600202,0.777001,10.200
0.420434,0.597010,66.900
0.136727,0.864371,12.300
0.578129,0.901768,6.700
0.170685,0.579559,78.100
0.446175,0.750929,25.000
0.570035,0.746785,16.500
0.694854,0.812853,7.700
0.533539,0.605219,47.000
0.336845,0.844379,13.100
0.270741,0.580586,36.200
0.512491,0.501928,73.200
0.234015,0.606364,36.300
0.369014,0.641064,25.100
0.681316,0.859566,5.200
0.329182,0.814232,11.700
0.478191,0.540521,114.900
0.498160,0.603804,33.800
0.291979,0.862645,14.600
0.500129,0.783131,16.100
0.218352,0.911862,12.100
0.430895,0.907789,9.100
0.626283,0.818985,5.700
0.296956,0.794657,17.700
0.239902,0.700107,20.800
0.262305,0.631484,47.100
0.148160,0.511730,110.300
0.337141,0.805786,16.000
0.143291,0.592010,58.100
0.280413,0.796190,15.600
0.312406,0.923450,9.600
0.391406,0.869161,13.200
0.205949,0.627763,36.200
0.562209,0.714355,22.100
0.570654,0.703904,16.100
0.533867,0.707530,15.600
0.358137,0.589871,66.400
0.608311,0.813470,11.000
0.693481,0.696680,11.900
0.527070,0.726987,10.600
0.630716,0.621009,22.600
0.429062,0.883795,9.000
0.107385,0.506878,96.600
0.560004,0.788230,7.800
0.119968,0.816214,17.000
0.550528,0.550477,42.200
0.270754,0.610879,43.500
0.377499,0.770387,11.700
0.560588,0.797632,10.500
0.376900,0.943002,8.100
0.434298,0.857326,13.100
0.175769,0.813106,16.100
0.430292,0.745307,14.900
0.528933,0.602993,43.100
0.446196,0.836142,12.100
0.382384,0.857515,13.100
0.465004,0.847146,14.100
0.375442,0.589522,53.000
0.691520,0.874941,6.000
0.376608,0.557434,97.600
0.492610,0.746540,13.300
0.623316,0.569627,77.900
0.200073,0.711754,32.000
0.478338,0.946145,7.400
0.580379,0.695075,10.900
0.344029,0.924756,9.800
0.467145,0.591004,58.400
0.612100,0.710649,19.600
0.459936,0.568632,73.900
0.540567,0.852811,9.000
0.416109,0.519728,62.900
0.174936,0.579566,71.400
0.248202,0.551334,68.100
0.196175,0.741399,28.900
0.267136,0.515243,110.200
0.456723,0.513915,88.800
0.211370,0.631472,49.300
0.163568,0.640141,35.000
0.676225,0.590443,40.000
0.679217,0.820348,7.200
0.172562,0.644942,39.000
0.408162,0.793479,13.800
0.626537,0.750324,8.400
0.565217,0.537331,48.600
0.233032,0.921000,11.300
0.164560,0.631715,41.300
0.432782,0.941356,8.600
0.252467,0.741994,16.500
0.113571,0.533963,114.900
0.197153,0.683017,33.900
0.358156,0.589160,52.000
0.233909,0.793436,22.400
0.528062,0.644194,36.100
0.611339,0.878062,6.900
0.657218,0.732514,8.100
0.504126,0.908854,7.200
0.615765,0.508475,80.700
0.152686,0.841411,15.000
0.648328,0.705500,11.900
0.221535,0.940575,9.300
0.292924,0.612107,47.500
0.307997,0.652545,40.400
0.149295,0.730336,20.300
0.135019,0.855402,12.800
0.185928,0.815622,13.600
0.248555,0.654402,51.200
0.649695,0.894518,6.400
0.240582,0.551532,73.000
0.527236,0.649186,26.500
0.551163,0.935722,5.300
0.323664,0.752689,17.400
0.591560,0.867697,6.900
0.113147,0.734210,18.100
0.650249,0.509165,89.900
0.573557,0.701095,26.100
0.561154,0.644948,38.400
0.125765,0.515964,80.100
0.595878,0.848358,8.000
0.485852,0.667335,26.300
0.604595,0.690201,15.300
0.499779,0.552943,59.200
0.648269,0.908394,4.800
0.258059,0.790193,15.800
0.230706,0.544355,99.200
0.272908,0.859510,11.300
0.387429,0.721693,24.600
0.593059,0.694343,16.200
0.534450,0.619438,21.500
0.652641,0.901357,5.000
0.165489,0.921761,10.700
0.334381,0.829886,12.700
0.617508,0.518592,87.800
0.670234,0.628109,21.900
0.228271,0.936823,10.500
0.252247,0.559306,89.200
0.336879,0.603464,39.600
0.312272,0.873706,11.100
0.302365,0.805471,17.300
0.237537,0.835732,12.900
0.621642,0.944568,5.000
0.399979,0.755216,16.700
0.459178,0.531863,66.600
0.530564,0.869139,8.900
0.266547,0.808137,13.400
0.372814,0.786188,17.700
0.117124,0.895175,14.700
0.580151,0.875408,7.000
0.115828,0.669215,23.800
0.479034,0.550281,52.400
0.262591,0.526239,91.500
0.306667,0.694625,30.800
0.398253,0.783910,13.600
0.463132,0.580912,73.400
0.200710,0.794721,21.900
0.427757,0.893506,9.700
0.366811,0.573802,65.100
0.212788,0.802439,14.400
0.657023,0.585652,35.800
0.627629,0.623338,34.600
0.673833,0.713898,15.200
0.341980,0.507849,110.600
0.588653,0.837654,8.600
0.388334,0.711237,25.500
0.429188,0.877433,8.500
0.651533,0.659285,30.000
0.472219,0.562527,78.200
0.632912,0.653786,10.700
0.507923,0.688736,20.500
0.389510,0.632649,25.400
0.696804,0.928945,3.600
0.488574,0.896137,6.700
0.698937,0.745658,18.200
0.235088,0.921182,11.200
0.182230,0.668836,37.000
0.213553,0.643837,41.000
0.315172,0.836933,11.500
0.437342,0.590623,45.400
0.686100,0.838175,8.100
0.481951,0.541194,73.600
0.605272,0.593870,34.300
0.102149,0.940161,11.600
0.304150,0.593888,38.600
0.125494,0.869247,13.300
0.517583,0.710956,21.400
0.645343,0.942877,5.000
0.504445,0.798417,15.200
0.694816,0.574761,54.000
0.573052,0.778233,7.900
0.135563,0.658092,52.400
0.464112,0.793231,10.700
0.111030,0.776971,22.900
0.587194,0.697697,12.600
0.575869,0.639178,35.500
0.136726,0.515919,79.500
0.155015,0.877043,13.700
0.290632,0.541346,79.000
0.290607,0.869713,12.400
0.613010,0.615168,42.100
0.334069,0.688652,27.100
0.103675,0.581881,79.100
0.225525,0.942286,10.100
0.227532,0.804648,16.000
0.123682,0.853338,13.900
0.580941,0.648707,31.200
0.469784,0.671943,28.100
0.262467,0.909159,13.000
0.695977,0.765702,11.300
0.649004,0.894972,5.700
0.230183,0.816815,12.400
0.184638,0.677829,30.800
0.275949,0.739381,12.200
0.313739,0.636519,31.400
0.354286,0.896904,10.700
0.161311,0.886878,12.400
0.386666,0.561881,85.100
0.225593,0.526344,104.200
0.284257,0.601834,46.600
0.604875,0.541664,49.700
0.568977,0.735604,15.500
0.344773,0.636172,42.300
0.667745,0.727494,18.300
0.312405,0.543891,97.500
0.657501,0.580692,42.200
0.698499,0.657948,31.300
0.688795,0.938073,4.300
0.183698,0.748187,20.100
0.121783,0.623650,49.800
0.357103,0.514204,102.100
0.367782,0.528753,64.500
0.638314,0.879693,7.200
0.382896,0.625404,30.000
0.485211,0.841372,11.000
0.117414,0.917236,11.100
0.217162,0.665836,30.100
0.669838,0.790981,7.000
0.518921,0.682491,23.700
0.517622,0.651676,51.200
0.114216,0.793079,15.800
0.161307,0.905173,10.500
0.535150,0.594675,50.200
0.196051,0.579572,69.000
0.697438,0.651474,15.700
0.259801,0.559521,65.800
0.613951,0.921474,7.600
0.269390,0.602069,71.100
0.420358,0.909895,9.800
0.538145,0.945295,7.000
0.311608,0.569749,56.500
0.510122,0.613293,46.800
0.574724,0.513008,63.900
0.529072,0.550609,61.200
0.565839,0.694982,32.400
0.133368,0.949783,10.400
0.500535,0.939345,7.200
0.177245,0.549855,78.200
0.109223,0.581752,49.900
0.692879,0.750541,10.600
0.294211,0.707763,20.900
0.209719,0.772034,15.000
0.434272,0.544245,80.000
0.465780,0.613321,39.000
0.497286,0.710928,32.900
0.283743,0.802565,11.800
0.458634,0.579164,47.100
0.565576,0.931251,6.700
0.169597,0.871861,10.900
0.400662,0.723911,19.700
0.496880,0.669741,34.200
0.367283,0.743625,14.000
0.610182,0.789302,12.500
0.521444,0.535561,84.800
0.182598,0.872219,11.800
0.171114,0.881582,11.300
0.422589,0.882853,9.700
0.203827,0.555439,78.200
0.317104,0.619855,31.600
0.371187,0.573211,52.800
0.391838,0.813982,11.700
0.228232,0.532561,110.100
0.134411,0.833803,14.800
0.410985,0.570149,55.200
0.329548,0.789213,18.600
0.432690,0.818853,14.700
0.288232,0.734535,17.100
0.476620,0.910906,6.600
0.568375,0.507015,81.100
0.246594,0.729535,29.200
0.601943,0.792971,10.100
0.543714,0.587183,43.600
0.214433,0.806833,18.300
0.509242,0.583114,90.100
0.127608,0.939370,10.800
0.320379,0.769172,17.700
0.422359,0.833098,13.000
0.654957,0.764441,11.100
0.195084,0.901158,10.600
0.168786,0.522044,81.600
0.503267,0.759077,12.900
0.489175,0.865353,10.300
0.274457,0.757397,18.500
0.678670,0.505708,109.100
0.283462,0.647589,24.100
0.660603,0.755815,9.500
0.499442,0.890731,11.900
0.153083,0.579963,83.700
0.627645,0.900918,5.200
0.383015,0.740854,16.300
0.440650,0.597540,54.000
0.519261,0.937736,7.200
0.231167,0.829072,14.100
0.489963,0.511512,96.800
0.473491,0.758341,12.000
0.523348,0.518811,93.600
0.263996,0.605867,47.200
0.573899,0.946019,6.900
0.696421,0.675433,12.900
0.696786,0.519908,92.500
0.226159,0.506489,106.000
0.599888,0.917282,6.000
0.420727,0.523282,74.300
0.604200,0.581909,47.500
0.455949,0.636065,31.200
0.359508,0.730225,19.500
0.426091,0.580878,49.600
0.474265,0.582328,30.900
0.510027,0.873277,11.000
0.449596,0.756401,16.800
0.276927,0.685925,29.000
0.343439,0.535707,65.300
0.549425,0.742058,12.300
0.611889,0.589559,70.400
0.246063,0.638759,50.700
0.556164,0.872985,7.900
0.350068,0.817868,12.300
0.542059,0.550133,77.800
0.164623,0.656991,37.300
0.473639,0.871642,8.700
0.653520,0.944866,4.700
0.204460,0.564480,61.900
0.608648,0.681532,26.500
0.351416,0.906893,8.800
0.320744,0.783703,18.200
0.338718,0.533673,84.700
0.305908,0.784010,22.100
0.117815,0.563675,86.100
0.563702,0.515336,93.800
0.552496,0.642421,28.800
0.676286,0.837239,5.300
0.112126,0.905091,12.200
0.636292,0.903962,9.100
0.162321,0.882914,13.600
0.689453,0.754486,13.400
0.676718,0.856301,4.500
0.682934,0.645676,17.300
0.329179,0.570061,78.800
0.536413,0.750309,14.600
0.376638,0.758596,13.800
0.306433,0.715302,22.500
0.371291,0.722199,21.900
0.256583,0.502910,60.400
0.371177,0.807425,16.800
0.410402,0.703174,15.000
0.689200,0.741546,12.000
0.437685,0.753192,13.400
0.198336,0.541936,101.800
0.140585,0.920317,12.700
0.428726,0.660864,30.900
0.149529,0.611965,44.600
0.511295,0.805870,12.500
0.128742,0.721685,26.100
0.634752,0.529487,83.500
0.496317,0.935968,6.900
0.448543,0.839801,10.300
0.675567,0.723593,13.800
0.213118,0.653570,26.400
0.656421,0.758874,8.400
0.130756,0.745937,25.400
0.132481,0.832387,12.400
0.263623,0.764948,14.500
0.630897,0.763651,7.400
0.218150,0.927407,9.900
0.389910,0.529322,90.900
0.563343,0.606686,32.700
0.435365,0.795674,13.400
0.511095,0.788868,8.600
0.299811,0.503833,101.600
0.537345,0.781715,11.500
0.654880,0.896691,6.700
0.347792,0.842656,10.200
0.313906,0.776629,15.100
0.446440,0.932429,8.500
0.241952,0.934771,11.000
0.358173,0.831588,14.600
0.414818,0.831241,13.300
0.624175,0.553998,82.300
0.403442,0.659547,22.800
0.348324,0.830644,13.900
0.215899,0.927907,10.300
0.124886,0.852689,13.300
0.484310,0.903398,8.300
0.119151,0.670393,31.900
0.507985,0.590056,53.300
0.505199,0.728779,20.500
0.213870,0.657932,33.200
0.464441,0.623319,59.400
0.639192,0.812631,8.100
0.345937,0.702856,31.500
0.618921,0.557212,67.300
0.254980,0.582088,77.200
0.617557,0.911138,4.700
0.691929,0.802270,6.200
0.295712,0.587281,48.700
0.101511,0.670134,29.900
0.652192,0.523450,78.200
0.672849,0.808750,9.500
0.583711,0.859183,9.300
0.277936,0.908327,10.100
0.680878,0.542223,61.800
0.654416,0.809858,7.400
0.698905,0.521087,74.200
0.223684,0.614191,63.700
0.302604,0.701892,17.600
0.505654,0.808257,13.200
0.302380,0.687222,19.500
0.460080,0.604935,36.300
0.153206,0.732859,27.600
0.179793,0.732851,21.100
0.661266,0.741944,12.100
0.373771,0.583048,83.500
0.102793,0.622284,44.300
0.203949,0.671389,37.900
0.517978,0.696054,22.100
0.396453,0.814312,16.700
0.188915,0.847197,16.700
0.588316,0.582086,39.700
0.265581,0.945368,10.100
0.381143,0.588121,64.200
0.247711,0.835221,15.900
0.404425,0.549068,79.500
0.394192,0.925425,9.000
0.142942,0.659976,49.000
0.240331,0.608437,51.200
0.285398,0.771930,20.000
0.541704,0.702610,16.300
0.252057,0.537223,91.200
0.122104,0.564476,82.000
0.439169,0.862422,12.500
0.391243,0.691423,26.500
0.288657,0.904461,11.500
0.279559,0.775493,13.300
0.499808,0.852131,10.200
0.404038,0.854636,9.900
0.328902,0.573375,69.400
0.604230,0.674235,11.900
0.233274,0.703785,30.600
0.428545,0.535035,91.000
0.612677,0.757736,12.600
0.129757,0.798891,15.200
0.159762,0.641722,40.500
0.282558,0.523084,74.600
0.543302,0.541699,85.900
0.225481,0.819229,17.300
0.402129,0.691688,17.500
0.245816,0.819139,16.100
0.629914,0.642691,28.100
0.522383,0.575729,58.500
0.362865,0.849248,12.400
0.696231,0.575048,33.700
0.695502,0.711818,7.600
0.499448,0.502347,109.300
0.315128,0.609641,60.600
0.432355,0.781979,17.900
0.692156,0.505107,99.400
0.685176,0.515741,101.700
0.538293,0.641430,40.300
0.474553,0.836471,11.300
0.103346,0.805934,17.200
0.161734,0.778450,18.800
0.435579,0.553313,51.800
0.687668,0.554157,47.900
0.526193,0.887810,7.800
0.675649,0.937617,3.000
0.202120,0.794022,15.700
0.474165,0.905639,8.600
0.678849,0.554220,37.700
0.131846,0.678002,25.800
0.438541,0.909610,9.500
0.162968,0.721924,24.300
0.231348,0.795647,14.000
0.347828,0.669320,30.100
0.691446,0.938883,3.300
0.309846,0.511644,102.700
0.692126,0.929859,6.800
0.651556,0.618190,34.100
0.371988,0.857882,12.300
0.153783,0.757144,19.100
0.180174,0.740305,18.600
0.220423,0.595620,65.700
0.493605,0.508888,102.000
0.404894,0.871184,9.500
0.556569,0.565501,57.600
0.436430,0.807981,11.500
0.480897,0.898874,7.300
0.430400,0.537416,64.600
0.281204,0.552146,90.300
0.348447,0.693596,31.700
0.268079,0.560894,62.600
0.307337,0.856328,10.700
0.461647,0.592825,82.900
0.157078,0.603076,38.600
0.244323,0.761194,24.300
0.397821,0.730627,17.300
0.332814,0.772001,18.100
0.422484,0.670269,20.000
0.592260,0.553580,71.300
0.140751,0.789969,18.300
0.602250,0.508089,71.800
0.121182,0.854341,14.700
0.240251,0.874659,11.900
0.145876,0.525102,89.300
0.175592,0.927272,10.000
0.455060,0.890644,10.100
0.678736,0.630104,29.400
0.468663,0.839159,13.000
0.357712,0.534478,112.500
0.272687,0.701559,38.900
0.687716,0.564716,45.300
0.322137,0.651661,25.600
0.303945,0.508235,84.600
0.173272,0.915610,13.200
0.470122,0.892618,9.300
0.699305,0.519526,98.300
0.419958,0.730311,22.700
0.390825,0.632201,41.200
0.490216,0.513592,90.500
0.313746,0.512726,104.000
0.191079,0.920662,14.500
0.340997,0.727079,30.500
0.653101,0.689012,18.700
0.274149,0.708643,29.800
0.136466,0.922560,11.800
0.459997,0.503003,115.000
0.519251,0.642763,26.800
0.562829,0.516050,66.300
0.196429,0.548993,91.200
0.359371,0.616580,39.500
0.103533,0.864051,14.100
0.352408,0.893173,10.900
0.491368,0.660575,26.000
0.279690,0.844547,13.300
0.387334,0.609483,39.300
0.149715,0.529052,86.600
0.613245,0.828864,7.100
0.396887,0.805496,12.400
0.148339,0.582964,62.600
0.209063,0.941686,10.500
0.345126,0.664145,36.600
0.522430,0.692481,20.700
0.606628,0.507668,67.900
0.222389,0.767008,14.600
0.586219,0.917568,6.100
0.195552,0.731250,20.000
0.353614,0.898829,10.300
0.631464,0.947795,5.000
0.219934,0.662595,28.700
0.491744,0.940393,6.700
0.479179,0.683168,17.800
0.219578,0.905707,11.100
0.105708,0.541272,66.400
0.165017,0.501583,107.800
0.615306,0.714169,17.100
0.229053,0.694395,22.600
0.130158,0.577369,66.100
0.334207,0.898974,11.400
0.410849,0.805831,16.700
0.551553,0.589936,57.400
0.568112,0.872134,6.400
0.688525,0.518641,49.000
0.620372,0.883688,6.500
0.277928,0.926457,9.800
0.652150,0.671293,17.900
0.159560,0.644088,35.600
0.203283,0.889742,11.600
0.370154,0.612620,47.300
0.413291,0.828067,11.900
0.567240,0.858986,6.400
0.473013,0.529493,60.500
0.370675,0.596916,58.100
0.622193,0.544086,85.100
0.657667,0.705144,16.400
0.344031,0.805677,12.100
0.463394,0.590045,39.600
0.174821,0.911939,11.100
0.639773,0.577030,51.800
0.508840,0.655085,25.000
0.175449,0.944882,10.900
0.382362,0.832190,12.400
0.117480,0.937283,11.100
0.581762,0.513293,110.100
0.137922,0.782026,20.100
0.114520,0.670475,23.200
0.606627,0.565173,50.300
0.443272,0.823629,10.800
0.330972,0.802874,15.900
0.271272,0.892932,9.100
0.221236,0.846790,14.300
0.343476,0.826630,21.500
0.527127,0.880882,9.100
0.291511,0.793060,15.000
0.691200,0.769384,8.300
0.348485,0.877373,13.300
0.146974,0.689033,21.900
0.200512,0.521594,63.900
0.135590,0.685067,28.700
0.356205,0.576623,80.600
0.594365,0.629643,28.800
0.558991,0.930667,6.400
0.448803,0.607020,48.400
0.238376,0.841685,14.800
0.516133,0.587418,88.900
0.486684,0.916038,7.700
0.392628,0.698095,30.500
0.406097,0.851845,10.300
0.376562,0.608181,42.600
0.183730,0.708772,24.900
0.497369,0.833913,10.900
0.142904,0.942306,11.500
0.434162,0.905220,7.800
0.573282,0.767555,8.800
0.322143,0.872679,13.000
0.601073,0.546205,75.000
0.278091,0.685069,26.300
0.620850,0.615648,34.400
0.686350,0.930518,3.700
0.445251,0.846183,10.300
0.650560,0.516644,60.200
0.335775,0.710974,19.200
0.586452,0.573953,49.000
0.302877,0.659427,26.200
0.660086,0.935227,4.400
0.353798,0.564919,55.100
0.649530,0.599780,61.200
0.329475,0.808578,16.300
0.420214,0.763331,20.400
0.185443,0.872777,13.900
0.307078,0.855272,14.600
0.171014,0.839477,14.200
0.446173,0.674038,28.400
0.494141,0.911809,8.200
0.602497,0.729886,14.000
0.192387,0.930533,10.300
0.348460,0.511983,82.500
0.223801,0.924608,11.600
0.336941,0.945362,9.300
0.410658,0.568066,85.400
0.434610,0.783484,9.500
0.127977,0.849711,13.400
0.345982,0.934401,9.000
0.114591,0.851996,15.100
0.383788,0.910785,9.100
0.576135,0.734893,10.200
0.558915,0.725188,16.500
0.220385,0.711381,23.300
0.132260,0.896816,13.400
0.672497,0.781512,6.000
0.316766,0.564588,76.800
0.267366,0.942396,9.700
0.298223,0.782427,18.200
0.336347,0.532175,97.900
0.348394,0.863039,14.700
0.540551,0.882274,8.800
0.383327,0.591903,48.100
0.623754,0.735193,14.900
0.190095,0.776298,18.400
0.388593,0.826693,12.500
0.666497,0.543926,40.500
0.317383,0.593923,51.200
0.554166,0.655964,22.300
0.317817,0.850758,10.700
0.637549,0.764582,11.200
0.590715,0.607423,63.700
0.424888,0.819765,11.200
0.655590,0.716579,8.600
0.229918,0.862195,12.000
0.327527,0.555988,88.200
0.450396,0.711562,17.200
0.683443,0.708757,6.500
0.511600,0.765808,12.500
0.217185,0.532823,105.100
0.465933,0.552087,97.800
0.133801,0.835574,17.200
0.143403,0.770383,21.400
0.568217,0.716335,12.700
0.324327,0.615799,52.100
0.116914,0.758683,15.900
0.519824,0.788939,11.800
0.244973,0.525779,99.600
0.449897,0.670111,31.900
0.327298,0.545174,81.700
0.472600,0.746230,17.400
0.142462,0.814680,14.300
0.246700,0.604292,53.400
0.343443,0.775756,15.300
0.367299,0.604726,64.400
0.420869,0.931589,7.800
0.135706,0.573286,72.000
0.470108,0.682221,21.700
0.577054,0.832416,9.100
0.414284,0.932549,9.700
0.296258,0.669648,35.000
0.243596,0.632087,38.900
0.202308,0.750764,21.500
0.449852,0.805402,13.500
0.233748,0.773253,17.000
0.654258,0.757257,14.200
0.463231,0.570108,36.700
0.403600,0.812006,13.000
0.536892,0.791422,14.800
0.153752,0.650247,31.100
0.656959,0.504485,88.400
0.452370,0.535583,77.500
0.388183,0.848183,12.400
0.450311,0.724193,27.900
0.169080,0.715745,18.900
0.581007,0.539713,108.900
0.616222,0.661493,26.800
0.231772,0.759080,16.300
0.135393,0.597445,61.500
0.105605,0.853190,13.100
0.541270,0.730425,16.100
0.174282,0.910246,10.400
0.481390,0.747793,16.500
0.596783,0.854120,8.000
0.172633,0.608116,59.500
0.435418,0.651838,45.000
0.112035,0.843879,15.800
0.562586,0.734016,17.800
0.140328,0.762202,16.400
0.406883,0.543792,55.700
0.578895,0.688752,16.800
0.661725,0.616226,37.100
0.179280,0.935013,11.100
0.382579,0.653927,29.600
0.364970,0.603463,76.900
0.284332,0.933761,10.400
0.192273,0.568108,87.600
0.371648,0.844840,12.900
0.616839,0.941962,5.200
0.247386,0.552523,85.300
0.126206,0.874287,13.600
0.155024,0.512363,107.300
0.554730,0.835081,8.000
0.581405,0.896455,6.700
0.361116,0.630033,38.500
0.372882,0.868235,10.200
0.169587,0.685025,46.200
0.492618,0.761927,12.000
0.441649,0.713478,24.900
0.248683,0.900927,10.900
0.699517,0.581693,45.400
0.405927,0.596839,44.600
0.374283,0.773453,15.000
0.607484,0.776032,10.600
0.381497,0.841040,10.100
0.342362,0.657599,38.200
0.101999,0.533891,103.600
0.314387,0.589931,53.200
0.691867,0.546251,64.600
0.409791,0.682655,18.800
0.512827,0.890700,8.200
0.465713,0.924044,8.400
0.628736,0.892946,6.100
0.645282,0.529530,77.400
0.492447,0.934051,8.000
0.131058,0.846645,16.500
0.623437,0.715856,16.500
0.685323,0.549372,50.400
0.375010,0.620266,53.400
0.185027,0.723961,25.600
0.376921,0.553090,65.000
0.456507,0.912084,10.300
0.257686,0.710233,31.500
0.572894,0.567598,67.000
0.203740,0.609946,43.500
0.644038,0.704905,17.100
0.472113,0.826973,11.800
0.379258,0.617075,35.100
0.122702,0.794012,19.100
0.610693,0.790925,14.600
0.482553,0.943936,9.200
0.281808,0.764544,18.600
0.441120,0.726978,16.700
0.532915,0.580894,65.300
0.313366,0.657152,24.900
0.385540,0.772963,21.600
0.557920,0.591142,39.200
0.177693,0.857571,15.600
0.615161,0.789054,8.000
0.245001,0.897298,12.400
0.339284,0.818018,14.800
0.553586,0.611910,29.800
0.216357,0.888308,12.100
0.278945,0.866821,10.200
0.431779,0.932098,8.600
0.571723,0.837025,8.900
0.354959,0.644409,36.200
0.623215,0.516821,77.300
0.245108,0.807867,12.600
0.628882,0.705105,15.700
0.561686,0.822968,11.800
0.225260,0.600683,49.600
0.597502,0.641227,38.900
0.118277,0.534436,93.500
0.350956,0.813338,9.900
0.422263,0.623101,45.600
0.533424,0.685258,19.400
0.463406,0.873285,10.300
0.591942,0.729146,12.200
0.223708,0.733297,18.800
0.340641,0.925871,10.200
0.336234,0.912705,8.600
0.624378,0.579629,28.200
0.273435,0.939564,9.200
0.237143,0.656848,28.800
0.362923,0.803528,20.800
0.123097,0.575110,72.400
0.234010,0.530082,105.000
0.242348,0.554587,80.000
0.362189,0.761494,15.900
0.480857,0.835313,8.400
0.539995,0.609495,50.000
0.669513,0.637698,34.500
0.346613,0.814502,14.300
0.638853,0.744068,13.500
0.583493,0.847554,8.800
0.357160,0.501363,94.800
0.514443,0.558968,71.500
0.153305,0.851831,12.300
0.654012,0.679980,14.400
0.526774,0.540859,73.400
0.671029,0.712292,16.500
0.125958,0.863961,14.200
0.320190,0.913016,10.600
0.463651,0.826719,9.000
0.241883,0.798331,15.700
0.598800,0.857164,8.900
0.250558,0.505170,99.300
0.200753,0.781991,16.400
0.203056,0.848010,15.200
0.526818,0.735803,16.000
0.282257,0.841961,14.700
0.615330,0.560326,88.500
0.440424,0.821256,13.900
0.187245,0.793707,19.800
0.279668,0.560445,64.400
0.679834,0.615696,34.900
0.236214,0.928728,9.800
0.153922,0.573289,73.500
0.116695,0.847622,15.000
0.162736,0.730747,28.800
0.288120,0.760599,20.300
0.290649,0.633977,35.900
0.126909,0.771079,16.600
0.371478,0.590637,46.600
0.584242,0.940066,5.800
0.181362,0.513895,117.600
0.404982,0.655091,27.100
0.696612,0.912855,5.000
0.174371,0.671351,30.400
0.420491,0.829746,12.000
0.482919,0.722419,14.100
0.338099,0.557914,68.600
0.260529,0.716818,24.500
0.556275,0.572693,63.600
0.442889,0.584593,52.400
0.449160,0.559335,63.700
0.471005,0.716217,22.900
0.522255,0.853098,9.500
0.456267,0.686849,29.100
0.218752,0.621947,54.300
0.544022,0.544260,63.100
0.654241,0.667052,17.800
0.185608,0.535735,100.900
0.422251,0.512324,97.900
0.483565,0.895218,7.400
0.635070,0.811725,7.800
0.444273,0.757576,16.800
0.280540,0.751436,24.000
0.402765,0.758819,14.300
0.537908,0.613472,39.200
0.272198,0.518256,94.200
0.634568,0.590900,62.200
0.509268,0.744915,11.600
0.205093,0.556904,69.900
0.624292,0.895077,4.900
0.533751,0.916726,7.500
0.330954,0.877101,11.600
0.370417,0.933317,9.900
0.283286,0.918760,9.600
0.317667,0.780849,18.000
0.655251,0.823393,8.100
0.227893,0.949557,10.000
0.302943,0.827592,13.000
0.574143,0.946464,6.300
0.587797,0.629330,31.600
